title ||| Heterogeneous Transfer Learning for Image Clustering via the Social Web
bodyText ||| which suggest design considerations for future social
bodyText ||| television systems.
subsectionHeader ||| Social Awareness Systems for the Home
bodyText ||| Hindus et al. created and evaluated a number of social and
bodyText ||| communication systems, with varying levels of media
bodyText ||| richness, for the home [18]. They note that consumers
bodyText ||| wanted devices with multiple communication modes.
bodyText ||| In the context of domestic video calling over the TV,
bodyText ||| Hemmeryckx-Deleersnijder and Thorne integrated an
page ||| 3
note ||| CHI 2008 Proceedings · Socio-Cultural Impact	April 5-10, 2008 · Florence, Italy
bodyText ||| awareness component that displayed images automatically
bodyText ||| captured from the environment [17]. In their scenario, they
bodyText ||| seek to provide background awareness and help negotiate
bodyText ||| conversation engagement.
bodyText ||| De Ruyter et al. compared different degrees of peripheral
bodyText ||| awareness of remote friends (displayed as video) while
bodyText ||| watching a shared TV program [27]. The system in their
bodyText ||| study only supported awareness while in a shared viewing
bodyText ||| session. Markopoulos et al. provide an overview of other
bodyText ||| awareness systems [22].
subsectionHeader ||| Evaluation of Ambient Displays
bodyText ||| While the ambient display literature contains a wealth of
bodyText ||| design examples, it contains few reports of field
bodyText ||| evaluations. CareNet [8], a combination ambient/interactive
bodyText ||| display for elder care, arrived at a number of useful findings
bodyText ||| for the design of effective ambient displays for the home.
bodyText ||| Rowan et al. showed how an ambient display can foster
bodyText ||| connectedness and promote communication between elders
bodyText ||| and their adult children [26]. In addition to these studies,
bodyText ||| other researchers have shown how ambient displays can
bodyText ||| maintain a sense of connectedness between friends and
bodyText ||| loved ones [12, 28]. The Whereabouts clock [6] shows how
bodyText ||| simple location and messaging capabilities can enhance
bodyText ||| connectedness and allow family members make inferences
bodyText ||| about each others’ activities using their existing knowledge
bodyText ||| of one another. In this work, we build on these findings to
bodyText ||| demonstrate how ambient displays can be designed into a
bodyText ||| larger social application to promote use of that system and
bodyText ||| fulfill its goals of strengthening social bonds.
sectionHeader ||| METHODS
bodyText ||| In the design of our field study, we were interested to see
bodyText ||| whether the ambient displays met our design goal of
bodyText ||| encouraging social television participation during those
bodyText ||| periods when a participant’s friends and family were also
bodyText ||| using the system, if it led to other forms of communication,
bodyText ||| and how it would ultimately affect the feelings of
bodyText ||| connectedness between our participants. Striving to
bodyText ||| understand these patterns of behavior is an essentially
bodyText ||| qualitative question, and our approach was largely
bodyText ||| exploratory. We ran two separate in-home trials. Five
bodyText ||| households were recruited for each trial, and each trial
bodyText ||| lasted 14 days.
subsectionHeader ||| Recruitment
bodyText ||| Participants were recruited using an independent recruiting
bodyText ||| agency that was instructed to find social groups in which
bodyText ||| the various household members were mutual friends, and
bodyText ||| all had strong ties with one another. The actual relationships
bodyText ||| between the recruited households varied (Figure 4). In both
bodyText ||| trials there was a central ‘hub’ (A1, B1), a person who
bodyText ||| knew and recruited all the other participants, but there were
bodyText ||| also at least two households who were more peripheral,
bodyText ||| without strong ties to the rest of the group. In both trials the
figureCaption ||| Figure 4: Social ties between households in our field
figureCaption ||| trials. Dashed lines represent acquaintances.
bodyText ||| central hub was a woman, and the four friends she recruited
bodyText ||| female. However, in each group some of the husbands
bodyText ||| knew each other, and in the second group two of the
bodyText ||| husbands were best friends.
bodyText ||| Group A, our first group, consisted of four couples living in
bodyText ||| their own households, two with (very young) children. The
bodyText ||| fifth participant was recently engaged, but still living with
bodyText ||| her parents and brother. Ages of the main participants
bodyText ||| ranged from 26 to 33. A2 and A5 are sisters, and A3 is the
bodyText ||| cousin of A1’s husband. A5 was not friends with anyone
bodyText ||| else in the study except her sister, and A3 and A4 knew
bodyText ||| each other only tangentially from having attended the same
bodyText ||| parties.
bodyText ||| In Group B, our second group, all five nuclear families
bodyText ||| were living in their own households, and all five households
bodyText ||| included teenage children. Ages of the main participants
bodyText ||| ranged from 46 to 53. B1 was very close friends with B2
bodyText ||| and B4, and knew B3 and B5 well. Again we had a pair of
bodyText ||| sisters: B4 and B5, but B2, B3, and B4 only see each other
bodyText ||| at the parties of mutual friends, and B5 did not remember
bodyText ||| ever meeting B2 and B3.
bodyText ||| While there were some husbands in both groups who knew
bodyText ||| each other well, and some of the teenage children in Group
bodyText ||| B knew each other, their relationships, for the most part,
bodyText ||| mirrored those of our female main participants. Thus, we
bodyText ||| had a number of different kinds of relationships represented
bodyText ||| in the two social groups, but neither group was uniformly
bodyText ||| tight-knit.
subsectionHeader ||| Deployment
bodyText ||| For each household, the Social TV 2 system was installed
bodyText ||| in the room participants reported as being the most common
bodyText ||| place for watching TV. As mentioned earlier, Groups A and
bodyText ||| B received slightly different versions of the software, as a
bodyText ||| result of an iterative design process on the basis of Group
bodyText ||| A’s feedback. Each household was given one orb and one
bodyText ||| Chumby. We asked participants to place the Chumby in any
bodyText ||| part of their home where they spent a significant amount of
bodyText ||| time or passed by frequently. Six participants put it in the
page ||| 4
note ||| CHI 2008 Proceedings · Soci-Cultural Impact	April 5-10, 2008 · Florence, Italy
bodyText ||| kitchen, two in a hallway, and one in a bedroom. The last
bodyText ||| Chumby malfunctioned and was not used. Participants were
bodyText ||| given a brief (20 minute) introduction to the system and its
bodyText ||| features, and a phone number for technical support that they
bodyText ||| could call at any time. We asked each participant to use the
bodyText ||| system the way they would if they were not in a study, and
bodyText ||| explained that they did not have to use every feature, or any
bodyText ||| feature, unless they wanted to. Other household members
bodyText ||| were also welcome to use the system, and generally did so.
subsectionHeader ||| Data Collection
bodyText ||| We used multiple methods for data collection, including
bodyText ||| interviews, usage logs, and voice mail diaries.
bodyText ||| There were three sets of semi-structured interviews for each
bodyText ||| household. The initial interview lasted about half an hour
bodyText ||| and was used to collect background information. In a phone
bodyText ||| interview after the first week, lasting between 15 and 30
bodyText ||| minutes, we gathered data about the participants’ use of and
bodyText ||| reactions to the prototype during the first week. And the
bodyText ||| final interview, lasting from an hour to an hour and half,
bodyText ||| was structured to collect more detailed information on a
bodyText ||| number of topics. Whenever possible, we asked other
bodyText ||| household members to participate in the interviews. We
bodyText ||| recorded a total of 22 hours of interview data, but much of
bodyText ||| the material falls outside the scope of this paper.
